enrollmentid,personid,calendarid,grade,startdate,enddate,schoolid,calendar_startdate,calendar_enddate,endyear,zip,schoolname,startyear,label,active,final_enddate
139180,65242,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139279,65288,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139280,65332,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139281,65342,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139283,65349,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139285,65356,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139290,65377,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139292,65393,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139191,65399,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139294,65405,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139229,65488,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141991,65716,453,08,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141981,65740,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142035,65747,453,08,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139253,65752,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139185,65776,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139136,65816,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139137,65818,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139234,65820,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139252,65822,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139278,65824,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139286,65833,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139166,66598,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142012,66601,453,08,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139261,66693,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141998,66771,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139214,66879,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139270,66894,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142065,66898,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141654,66984,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139179,67376,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142053,67438,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139178,67439,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139165,69236,453,06,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139122,69446,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141607,69449,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142036,69452,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139222,70019,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139099,73265,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139093,73790,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139094,73969,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139097,74447,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139098,74851,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139100,74855,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139103,75130,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139104,75147,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139106,75160,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139107,75249,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141984,75417,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139201,75427,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139108,75430,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139109,75431,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141598,75443,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141599,75505,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141604,75569,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139123,75613,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139121,75904,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139124,75949,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139126,75981,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139132,76207,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139133,76712,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139138,76875,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141620,76931,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141622,76973,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139141,77044,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139143,77119,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142066,77126,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139145,77146,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139144,77152,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141678,77153,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139148,77275,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139155,77280,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139161,77324,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141645,77394,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142038,77395,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141646,77439,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141662,77490,453,05,2020-09-01,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139163,77900,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139167,77905,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141653,77908,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139168,77913,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139173,77915,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139153,77933,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139243,77939,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139213,78477,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139183,78732,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141676,78736,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142057,78740,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141675,78741,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139184,78841,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141677,78849,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141680,78850,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139287,78923,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139175,79246,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139177,79558,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139128,80867,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139150,81030,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142051,81055,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139221,81118,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139102,81249,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139273,81849,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
144554,83305,453,06,2020-09-11,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141681,88388,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141594,88419,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141597,88544,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141626,88643,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141625,88648,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141630,88726,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141621,88729,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141631,88745,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141634,88759,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141636,88817,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141637,88831,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141644,88852,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141600,88864,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141602,88904,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141603,89186,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139119,89191,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141605,89202,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141611,89221,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141613,89222,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141616,89233,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139135,89235,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141627,89262,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141612,89281,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141624,89370,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141648,89390,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141650,89404,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141651,89408,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141649,89409,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141655,89469,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141657,89488,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141658,89511,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141659,89517,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141665,89554,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141652,89575,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141670,89590,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141671,89647,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141672,89669,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141674,89726,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141679,89784,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141683,89817,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141673,89849,453,05,2020-09-01,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139095,89873,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141668,89918,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141971,91035,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141992,91400,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141635,91748,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139245,91753,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141647,91877,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141609,92680,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141608,92897,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142028,92978,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141656,93059,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141617,93268,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141669,93446,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142004,94285,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139227,96368,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141660,96403,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141973,97443,453,08,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142000,97514,453,08,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139217,97564,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142021,97628,453,08,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139149,97671,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141664,98603,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142060,99813,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139190,101028,453,06,2020-09-02,2021-04-16,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-04-16
142015,101194,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142048,101507,453,08,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139272,101759,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142032,101877,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141976,101944,453,08,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142045,102067,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139275,102585,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142043,102746,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141985,102890,453,08,2020-09-02,2021-02-10,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-02-10
142061,102954,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139171,103250,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141661,103256,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141595,103296,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141606,103319,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139129,103460,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142029,103463,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139182,103527,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142006,103666,453,08,2020-09-02,2020-11-20,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2020-11-20
141623,104879,453,05,2020-09-01,2021-03-01,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-03-01
139172,105591,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139114,105994,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139113,106051,453,06,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141988,106629,453,08,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142049,107619,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141986,108687,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139259,108830,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141642,108903,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139159,109005,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139276,109014,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141663,109033,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139162,109044,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142026,109046,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142005,109647,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139203,112092,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141987,112330,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139282,112482,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141994,112675,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141615,114830,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
143555,116207,453,08,2020-09-02,2020-09-02,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2020-09-02
141666,116441,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139223,116909,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139293,119359,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139197,119457,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142064,119632,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141601,120879,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142034,121758,453,08,2020-09-02,2021-06-25,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139240,122801,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139198,122802,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139215,126328,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141614,126374,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
143501,126385,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139140,126386,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142055,126477,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141682,126773,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
141618,126876,453,05,2020-09-01,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139195,127337,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139196,127351,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139200,127408,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139202,127416,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139208,127420,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139233,127438,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139254,127448,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139255,127451,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139288,127454,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
142062,127458,453,08,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139189,127496,453,06,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
139241,127521,453,07,2020-09-02,,78,2020-09-01,2021-06-25,2021,2909,bg,2020,20-21,1,2021-06-25
